 # Thu Sep 18 13:57:21 2014
 # MMHT 2014 NNLO PDF grid for central fit.
 # distance(t),tolerance(T) =    0.0000000000000000        0.0000000000000000     
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.46797
 # alphaS(MZ) = 0.11800
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
  7.8393E+02  2.5611E+01  2.5613E+01  2.5493E+01  2.4888E+01  2.3825E+01  1.0956E-03  3.0453E-03 -5.7719E-04  1.8941E-04  6.8663E-05
  8.3081E+02  2.7132E+01  2.7134E+01  2.7015E+01  2.6410E+01  2.5347E+01  1.1222E-03  3.1105E-03 -5.7866E-04  1.9137E-04  6.9734E-05
  8.7714E+02  2.8645E+01  2.8647E+01  2.8527E+01  2.7922E+01  2.6861E+01  1.1479E-03  3.1734E-03 -5.8008E-04  1.9322E-04  7.0731E-05
  9.2253E+02  3.0136E+01  3.0138E+01  3.0018E+01  2.9413E+01  2.8353E+01  1.1727E-03  3.2338E-03 -5.8146E-04  1.9494E-04  7.1655E-05
  9.6978E+02  3.1696E+01  3.1698E+01  3.1579E+01  3.0974E+01  2.9915E+01  1.1980E-03  3.2956E-03 -5.8287E-04  1.9666E-04  7.2571E-05
  1.0181E+03  3.3302E+01  3.3304E+01  3.3184E+01  3.2580E+01  3.1522E+01  1.2235E-03  3.3574E-03 -5.8430E-04  1.9833E-04  7.3456E-05
  1.0655E+03  3.4885E+01  3.4887E+01  3.4768E+01  3.4163E+01  3.3106E+01  1.2482E-03  3.4172E-03 -5.8568E-04  1.9991E-04  7.4286E-05
  1.1119E+03  3.6446E+01  3.6448E+01  3.6329E+01  3.5725E+01  3.4669E+01  1.2720E-03  3.4746E-03 -5.8701E-04  2.0140E-04  7.5059E-05
  1.1601E+03  3.8074E+01  3.8076E+01  3.7957E+01  3.7352E+01  3.6298E+01  1.2963E-03  3.5335E-03 -5.8837E-04  2.0289E-04  7.5830E-05
 -1.5015E+01  4.7061E-01  4.7123E-01  3.4757E-01  0.0000E+00  0.0000E+00  2.5918E-05  6.5352E-04 -7.1945E-04  0.0000E+00  0.0000E+00
 -1.5554E+01  4.8284E-01  4.8354E-01  3.6038E-01  0.0000E+00  0.0000E+00  9.0279E-05  7.9621E-04 -7.0077E-04  0.0000E+00  0.0000E+00
 -1.5741E+01  5.0275E-01  5.0350E-01  3.8070E-01  0.0000E+00  0.0000E+00  1.3742E-04  9.0250E-04 -6.8870E-04  0.0000E+00  0.0000E+00
 -1.5524E+01  5.4725E-01  5.4808E-01  4.2572E-01  0.0000E+00  0.0000E+00  1.9976E-04  1.0452E-03 -6.7476E-04  0.0000E+00  0.0000E+00
 -1.5052E+01  5.4739E-01  5.4822E-01  4.2588E-01 -2.3672E-01  0.0000E+00  2.0164E-04  1.0509E-03 -6.7530E-04  5.0299E-11  0.0000E+00
 -1.4436E+01  6.0992E-01  6.1081E-01  4.8882E-01 -1.7061E-01  0.0000E+00  2.5320E-04  1.1690E-03 -6.6489E-04  1.9621E-05  0.0000E+00
 -1.3243E+01  6.8667E-01  6.8762E-01  5.6593E-01 -9.2436E-02  0.0000E+00  3.0217E-04  1.2825E-03 -6.5632E-04  3.6045E-05  0.0000E+00
 -1.1702E+01  7.6738E-01  7.6838E-01  6.4695E-01 -1.0510E-02  0.0000E+00  3.4375E-04  1.3797E-03 -6.4992E-04  4.9045E-05  0.0000E+00
 -9.7176E+00  8.5863E-01  8.5969E-01  7.3849E-01  8.1895E-02  0.0000E+00  3.8314E-04  1.4724E-03 -6.4455E-04  6.0598E-05  0.0000E+00
 -7.0085E+00  9.7160E-01  9.7271E-01  8.5175E-01  1.9607E-01  0.0000E+00  4.2452E-04  1.5703E-03 -6.3961E-04  7.1975E-05  0.0000E+00
 -4.1096E+00  1.0841E+00  1.0853E+00  9.6449E-01  3.0961E-01  0.0000E+00  4.6021E-04  1.6553E-03 -6.3588E-04  8.1196E-05  0.0000E+00
 -7.7483E-01  1.2067E+00  1.2079E+00  1.0873E+00  4.3320E-01  0.0000E+00  4.9446E-04  1.7371E-03 -6.3274E-04  8.9544E-05  0.0000E+00
  2.2518E+00  1.3138E+00  1.3150E+00  1.1946E+00  5.4108E-01  0.0000E+00  5.2150E-04  1.8019E-03 -6.3054E-04  9.5813E-05  0.0000E+00
  1.4743E+01  1.7313E+00  1.7326E+00  1.6126E+00  9.6112E-01  0.0000E+00  6.0952E-04  2.0138E-03 -6.2495E-04  1.1440E-04  0.0000E+00
  1.5617E+01  1.7312E+00  1.7325E+00  1.6125E+00  9.6107E-01 -2.7415E-01  6.1070E-04  2.0169E-03 -6.2510E-04  1.1447E-04  1.1007E-12
  1.8583E+01  1.8369E+00  1.8383E+00  1.7184E+00  1.0673E+00 -1.5168E-01  6.2922E-04  2.0615E-03 -6.2413E-04  1.1808E-04  3.2883E-06
  2.8573E+01  2.1778E+00  2.1792E+00  2.0596E+00  1.4098E+00  1.9564E-01  6.8450E-04  2.1945E-03 -6.2176E-04  1.2821E-04  1.1241E-05
  4.0811E+01  2.5835E+00  2.5850E+00  2.4656E+00  1.8171E+00  6.0949E-01  7.4235E-04  2.3339E-03 -6.1995E-04  1.3796E-04  1.8823E-05
  5.3648E+01  3.0002E+00  3.0018E+00  2.8826E+00  2.2353E+00  1.0335E+00  7.9524E-04  2.4614E-03 -6.1882E-04  1.4618E-04  2.5118E-05
  6.8349E+01  3.4703E+00  3.4720E+00  3.3529E+00  2.7069E+00  1.5109E+00  8.4906E-04  2.5911E-03 -6.1814E-04  1.5392E-04  3.0967E-05
  8.1929E+01  3.9003E+00  3.9020E+00  3.7831E+00  3.1381E+00  1.9469E+00  8.9410E-04  2.6995E-03 -6.1787E-04  1.5996E-04  3.5472E-05
  1.0016E+02  4.4736E+00  4.4754E+00  4.3567E+00  3.7129E+00  2.5275E+00  9.4924E-04  2.8322E-03 -6.1790E-04  1.6686E-04  4.0545E-05
  1.1792E+02  5.0295E+00  5.0314E+00  4.9129E+00  4.2701E+00  3.0898E+00  9.9853E-04  2.9505E-03 -6.1820E-04  1.7261E-04  4.4713E-05
  1.3559E+02  5.5811E+00  5.5831E+00  5.4647E+00  4.8230E+00  3.6473E+00  1.0442E-03  3.0600E-03 -6.1868E-04  1.7761E-04  4.8295E-05
  1.5997E+02  6.3425E+00  6.3445E+00  6.2263E+00  5.5858E+00  4.4160E+00  1.1028E-03  3.2001E-03 -6.1956E-04  1.8361E-04  5.2531E-05
  1.8492E+02  7.1222E+00  7.1243E+00  7.0063E+00  6.3671E+00  5.2027E+00  1.1585E-03  3.3333E-03 -6.2063E-04  1.8894E-04  5.6232E-05
  2.1012E+02  7.9118E+00  7.9139E+00  7.7961E+00  7.1580E+00  5.9986E+00  1.2115E-03  3.4593E-03 -6.2183E-04  1.9368E-04  5.9473E-05
  2.3709E+02  8.7598E+00  8.7620E+00  8.6442E+00  8.0073E+00  6.8529E+00  1.2651E-03  3.5866E-03 -6.2320E-04  1.9818E-04  6.2513E-05
  2.6520E+02  9.6478E+00  9.6501E+00  9.5325E+00  8.8967E+00  7.7472E+00  1.3182E-03  3.7123E-03 -6.2469E-04  2.0239E-04  6.5310E-05
  2.9346E+02  1.0545E+01  1.0548E+01  1.0430E+01  9.7953E+00  8.6505E+00  1.3691E-03  3.8326E-03 -6.2623E-04  2.0619E-04  6.7805E-05
  3.2148E+02  1.1439E+01  1.1442E+01  1.1325E+01  1.0691E+01  9.5501E+00  1.4177E-03  3.9469E-03 -6.2778E-04  2.0963E-04  7.0037E-05
  3.5111E+02  1.2391E+01  1.2394E+01  1.2276E+01  1.1644E+01  1.0507E+01  1.4671E-03  4.0630E-03 -6.2943E-04  2.1296E-04  7.2164E-05
  3.8162E+02  1.3377E+01  1.3379E+01  1.3262E+01  1.2630E+01  1.1498E+01  1.5163E-03  4.1782E-03 -6.3114E-04  2.1611E-04  7.4157E-05
  4.1189E+02  1.4361E+01  1.4363E+01  1.4246E+01  1.3615E+01  1.2487E+01  1.5636E-03  4.2888E-03 -6.3284E-04  2.1900E-04  7.5964E-05
  4.4169E+02  1.5336E+01  1.5338E+01  1.5222E+01  1.4592E+01  1.3467E+01  1.6089E-03  4.3943E-03 -6.3451E-04  2.2165E-04  7.7600E-05
  4.7289E+02  1.6363E+01  1.6366E+01  1.6249E+01  1.5620E+01  1.4499E+01  1.6551E-03  4.5017E-03 -6.3625E-04  2.2424E-04  7.9183E-05
  5.0482E+02  1.7421E+01  1.7424E+01  1.7307E+01  1.6679E+01  1.5562E+01  1.7012E-03  4.6087E-03 -6.3802E-04  2.2672E-04  8.0681E-05
  5.3633E+02  1.8473E+01  1.8476E+01  1.8359E+01  1.7732E+01  1.6618E+01  1.7457E-03  4.7116E-03 -6.3975E-04  2.2901E-04  8.2056E-05
  5.6718E+02  1.9509E+01  1.9511E+01  1.9395E+01  1.8768E+01  1.7658E+01  1.7884E-03  4.8102E-03 -6.4143E-04  2.3113E-04  8.3313E-05
  5.9929E+02  2.0594E+01  2.0597E+01  2.0480E+01  1.9854E+01  1.8748E+01  1.8321E-03  4.9106E-03 -6.4317E-04  2.3322E-04  8.4541E-05
  6.3197E+02  2.1705E+01  2.1708E+01  2.1592E+01  2.0967E+01  1.9864E+01  1.8757E-03  5.0109E-03 -6.4492E-04  2.3524E-04  8.5716E-05
  6.6412E+02  2.2806E+01  2.2809E+01  2.2693E+01  2.2069E+01  2.0968E+01  1.9179E-03  5.1076E-03 -6.4663E-04  2.3712E-04  8.6802E-05
  6.9547E+02  2.3886E+01  2.3889E+01  2.3773E+01  2.3150E+01  2.2052E+01  1.9585E-03  5.2003E-03 -6.4828E-04  2.3887E-04  8.7803E-05
  7.2798E+02  2.5013E+01  2.5016E+01  2.4900E+01  2.4277E+01  2.3183E+01  2.0000E-03  5.2950E-03 -6.4998E-04  2.4061E-04  8.8789E-05
  7.6107E+02  2.6167E+01  2.6171E+01  2.6054E+01  2.5433E+01  2.4341E+01  2.0416E-03  5.3898E-03 -6.5169E-04  2.4229E-04  8.9736E-05
  7.9340E+02  2.7302E+01  2.7305E+01  2.7189E+01  2.6568E+01  2.5479E+01  2.0819E-03  5.4812E-03 -6.5335E-04  2.4387E-04  9.0621E-05
  8.2495E+02  2.8416E+01  2.8420E+01  2.8304E+01  2.7683E+01  2.6597E+01  2.1206E-03  5.5691E-03 -6.5495E-04  2.4534E-04  9.1439E-05
  8.5757E+02  2.9575E+01  2.9578E+01  2.9462E+01  2.8842E+01  2.7759E+01  2.1603E-03  5.6589E-03 -6.5659E-04  2.4682E-04  9.2251E-05
 -1.1149E+01  4.6122E-01  4.6202E-01  3.4074E-01  0.0000E+00  0.0000E+00  3.0018E-05  8.2571E-04 -7.8631E-04  0.0000E+00  0.0000E+00
 -1.1600E+01  4.8609E-01  4.8698E-01  3.6619E-01  0.0000E+00  0.0000E+00  1.0971E-04  1.0038E-03 -7.6235E-04  0.0000E+00  0.0000E+00
 -1.1707E+01  5.1441E-01  5.1536E-01  3.9492E-01  0.0000E+00  0.0000E+00  1.6806E-04  1.1363E-03 -7.4689E-04  0.0000E+00  0.0000E+00
 -1.1377E+01  5.6850E-01  5.6955E-01  4.4955E-01  0.0000E+00  0.0000E+00  2.4519E-04  1.3140E-03 -7.2905E-04  0.0000E+00  0.0000E+00
 -1.0933E+01  5.6854E-01  5.6960E-01  4.4962E-01 -2.1508E-01  0.0000E+00  2.4753E-04  1.3211E-03 -7.2963E-04  5.9874E-11  0.0000E+00
