# rsb_data
pr: BESTCODE MTX NR NC NNZ NRHS TYPE SYM TRANS NT AT-NT AT-MKL-NT BPNZ AT-BPNZ NSUBM AT-SUBM RSBBEST-MFLOPS OPTIME MKL-OPTIME AT-OPTIME AT-MKL-OPTIME AT-TIME RWminBW-GBps CB-bpf AT-MS CMFLOPS
pr:    3:m_m  COPY2_10000x10000-100000000nz 10000 10000 100000000 1 S G N 24 32 32 2.0128 2.0063 1024 250 20831.43 2.607e-02 6.881e-03 9.601e-03 6.881e-03 1.331e+00 6.26e+01 3.00e+00 3 2.00e+02
pr:    4:m~R  COPY2_10000x10000-100000000nz 10000 10000 100000000 1 S G T 24 32 32 2.0128 2.0063 1024 250 16095.11 2.953e-02 1.294e-02 1.243e-02 1.294e-02 1.463e+00 4.83e+01 3.00e+00 3 2.00e+02
pr:    5:m_m  COPY2_10000x10000-100000000nz 10000 10000 100000000 1 C G N 24 32 32 2.0128 2.0063 1024 250 55509.58 2.647e-02 1.042e-02 1.441e-02 1.042e-02 1.690e+00 6.94e+01 1.25e+00 3 8.00e+02
pr:    6:m_R  COPY2_10000x10000-100000000nz 10000 10000 100000000 1 C G T 24 32 32 2.0128 2.0063 1024 250 51974.83 2.754e-02 1.765e-02 1.539e-02 1.765e-02 1.716e+00 6.50e+01 1.25e+00 3 8.00e+02
pr:    7:m_m  COPY2_10000x10000-100000000nz 10000 10000 100000000 1 Z G N 24 32 32 2.0128 2.0063 1024 250 37038.66 3.019e-02 1.747e-02 2.160e-02 1.747e-02 2.330e+00 8.34e+01 2.25e+00 3 8.00e+02
pr:    8:m_R  COPY2_10000x10000-100000000nz 10000 10000 100000000 1 Z G T 24 32 32 2.0128 2.0076 1024 400 34175.05 3.225e-02 2.818e-02 2.341e-02 2.818e-02 2.301e+00 7.69e+01 2.25e+00 2 8.00e+02


# duplication of first 8 samples, as index 1:
pr: BESTCODE MTX NR NC NNZ NRHS TYPE SYM TRANS NT AT-NT AT-MKL-NT BPNZ AT-BPNZ NSUBM AT-SUBM RSBBEST-MFLOPS OPTIME MKL-OPTIME AT-OPTIME AT-MKL-OPTIME AT-TIME RWminBW-GBps CB-bpf AT-MS CMFLOPS
pr:    1:m_m  Dense-10000x10000-100000000nz 10000 10000 100000000 1 D G N 12 32 32 2.0128 2.0063 1024 250 15667.93 3.096e-02 1.040e-02 1.276e-02 1.040e-02 1.631e+00 7.84e+01 5.00e+00 3 2.00e+02
pr:    2:m_R  Dense-10000x10000-100000000nz 10000 10000 100000000 1 D G T 12 32 32 2.0128 2.0063 1024 250 13820.69 2.901e-02 1.630e-02 1.447e-02 1.630e-02 1.702e+00 6.92e+01 5.00e+00 3 2.00e+02
pr:    3:m_m  Dense-10000x10000-100000000nz 10000 10000 100000000 1 S G N 12 32 32 2.0128 2.0063 1024 250 20831.43 2.607e-02 6.881e-03 9.601e-03 6.881e-03 1.331e+00 6.26e+01 3.00e+00 3 2.00e+02
pr:    4:m~R  Dense-10000x10000-100000000nz 10000 10000 100000000 1 S G T 12 32 32 2.0128 2.0063 1024 250 16095.11 2.953e-02 1.294e-02 1.243e-02 1.294e-02 1.463e+00 4.83e+01 3.00e+00 3 2.00e+02
pr:    5:m_m  Dense-10000x10000-100000000nz 10000 10000 100000000 1 C G N 12 32 32 2.0128 2.0063 1024 250 55509.58 2.647e-02 1.042e-02 1.441e-02 1.042e-02 1.690e+00 6.94e+01 1.25e+00 3 8.00e+02
pr:    6:m_R  Dense-10000x10000-100000000nz 10000 10000 100000000 1 C G T 12 32 32 2.0128 2.0063 1024 250 51974.83 2.754e-02 1.765e-02 1.539e-02 1.765e-02 1.716e+00 6.50e+01 1.25e+00 3 8.00e+02
pr:    7:m_m  Dense-10000x10000-100000000nz 10000 10000 100000000 1 Z G N 12 32 32 2.0128 2.0063 1024 250 37038.66 3.019e-02 1.747e-02 2.160e-02 1.747e-02 2.330e+00 8.34e+01 2.25e+00 3 8.00e+02
pr:    8:m_R  Dense-10000x10000-100000000nz 10000 10000 100000000 1 Z G T 12 32 32 2.0128 2.0076 1024 400 34175.05 3.225e-02 2.818e-02 2.341e-02 2.818e-02 2.301e+00 7.69e+01 2.25e+00 2 8.00e+02
# 
